Project_ID,Project_Type,Area,Floor_Count,Structure_Type,Contract_Type,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Delay,Labor_Total,Equipment_Count,Resource_Utilization,Change_Order_Count,Change_Cost_Ratio,Defect_Count,Defect_Severity,Repair_Cost,Accident_Count,Risk_Level,Temperature,Rainfall
P088428,Building,14744,30,Steel,DBB,105360785336,140142909234,0.330124,392,473,0.208608,84,7,0.7699,3,0.0304,7,0.4754,1184321113,4,0.252,8.6,41.4
P088429,Building,11537,30,Masonry,Turnkey,62092301096,76857726112,0.237798,290,358,0.236987,65,6,0.6792,1,0.015,3,0.2046,92432143,2,0.2487,18.4,32.4
P088430,Remodeling,1578,8,SRC,Design-Build,5510079477,7385220133,0.340311,95,137,0.45,32,1,0.7906,2,0.0226,4,0.5007,19455643,0,0.2347,29.2,6.4
P088431,Building,9796,15,Composite,Design-Build,50759801514,56811841888,0.119229,252,276,0.097897,88,9,0.4,0,0.0038,2,0.5621,123495676,0,0.1602,25.5,19.0
P088432,Remodeling,10368,6,RC,DBB,48797276629,63015778295,0.291379,215,258,0.203717,33,3,0.6604,1,0.0145,4,0.2072,141530092,1,0.2053,9.1,4.6
P088433,Building,26341,8,RC,Turnkey,116245357574,132958068877,0.143771,393,453,0.154899,106,12,0.7437,0,0.0066,1,0.2388,38916708,2,0.2059,23.0,9.3
P088434,Building,3304,20,RC,Design-Build,13386274332,15283363744,0.141719,159,175,0.103201,48,5,0.9553,2,0.0472,7,0.275,32195408,0,0.1842,-2.3,4.4
P088435,Infrastructure,124315,1,RC,CM-at-Risk,321347384110,413200034994,0.285836,665,881,0.324813,230,15,0.8542,2,0.0336,9,0.5815,6537470311,0,0.2118,12.9,24.2
P088436,Infrastructure,36494,4,SRC,DBB,66360378602,80048135733,0.206264,238,264,0.110613,149,11,0.7306,1,0.022,2,0.7295,216901601,1,0.1763,26.2,20.5
P088437,Infrastructure,34729,1,RC,DBB,136967353231,164632156203,0.201981,394,449,0.14014,120,5,0.8124,2,0.0268,5,0.5325,1616966831,0,0.1817,20.0,2.3
P088438,Building,25717,13,Masonry,Turnkey,131292872954,144443429694,0.100162,307,332,0.083643,56,2,0.9251,1,0.0243,1,0.3148,113308670,0,0.1484,6.9,79.5
P088439,Remodeling,1669,6,SRC,CM-at-Risk,6784360629,8739674421,0.288209,103,124,0.206469,13,1,0.866,3,0.0321,4,0.2676,8040405,0,0.194,18.0,191.7
P088440,Building,14215,22,RC,CM-at-Risk,41618160505,49247185507,0.18331,249,255,0.024719,114,13,0.4957,2,0.0502,5,0.2754,251330449,0,0.1217,20.2,29.3
P088441,Remodeling,5356,14,Steel,Turnkey,12988344634,15928022651,0.226332,160,189,0.184391,57,6,0.7727,1,0.0158,5,0.4506,108106181,2,0.2324,25.0,46.1
P088442,Building,7002,20,Steel,Design-Build,23815456866,27050619973,0.135843,165,171,0.040583,38,3,0.7621,2,0.0347,8,0.4016,193803093,0,0.1733,21.9,44.3
P088443,Remodeling,3273,3,Steel,DBB,5918730623,7402574146,0.250703,114,129,0.134046,44,3,0.7607,3,0.0392,4,0.0983,9966773,0,0.1567,11.1,71.1
P088444,Infrastructure,24160,4,Composite,Turnkey,86866583995,105838332806,0.218401,350,386,0.105014,96,7,0.8569,3,0.0417,5,0.5229,1132326157,1,0.1992,20.4,260.5
P088445,Infrastructure,500000,5,Composite,CM-at-Risk,1364624418654,1685227914948,0.234939,1601,1669,0.042546,469,28,0.895,4,0.0725,7,0.1837,8186722952,1,0.1827,15.1,93.7
P088446,Building,10900,14,RC,DBB,58237646808,65866021450,0.130987,234,252,0.078714,81,6,0.7122,1,0.0156,3,0.1305,98023836,0,0.1574,11.0,4.0
P088447,Infrastructure,6613,3,Composite,DBB,16925353663,20271259127,0.197686,132,150,0.143146,49,4,0.6681,0,0.0183,1,0.1857,8274023,0,0.1648,4.7,93.4
P088448,Remodeling,7952,12,Concrete,DBB,17960006562,23418303996,0.303914,195,243,0.246526,55,1,0.7335,0,0.0034,4,0.0805,25109194,2,0.2161,12.3,103.8
P088449,Building,3213,15,RC,CM-at-Risk,6578674325,7089738639,0.077685,97,106,0.096125,33,2,0.9404,0,0.0021,2,0.1961,3141762,1,0.1923,18.6,52.0
P088450,Building,18378,17,Composite,Design-Build,90881989564,113340201533,0.247114,383,495,0.292952,51,5,0.7073,1,0.0183,5,0.5543,769064985,1,0.2003,-1.0,29.3
P088451,Infrastructure,24636,1,Steel,Design-Build,49969865229,59458293148,0.189883,208,240,0.157588,112,11,0.7993,1,0.0287,4,0.429,369486939,2,0.2699,26.7,23.4
P088452,Infrastructure,18793,2,RC,Turnkey,53744817643,63767957409,0.186495,302,336,0.113656,53,4,0.5384,1,0.024,3,0.1851,83669274,0,0.1179,8.5,5.1
P088453,Building,19701,6,Composite,DBB,37560352076,53018352533,0.411551,265,355,0.343378,98,7,0.6867,2,0.0395,2,0.2909,31239283,3,0.3217,1.2,21.7
P088454,Remodeling,4052,13,Concrete,Design-Build,22145650265,29434558864,0.329135,183,237,0.297124,30,2,0.6562,1,0.0157,1,0.5196,37505953,2,0.2754,24.8,0.5
P088455,Infrastructure,3470,1,Composite,Design-Build,7199100592,8218183674,0.141557,116,131,0.133416,25,2,0.7352,0,0.0206,2,0.1718,2481132,0,0.1678,13.3,24.6
P088456,Infrastructure,34203,8,Composite,Turnkey,123775332029,151851414368,0.226831,302,335,0.111791,83,6,0.6793,3,0.0392,3,0.3302,600186583,1,0.1625,2.5,14.0
P088457,Remodeling,6762,24,Concrete,DBB,24561102152,34963195574,0.423519,152,191,0.261615,35,2,0.7304,4,0.0651,5,0.1894,84935285,0,0.1867,11.9,20.0
P088458,Building,1564,3,Composite,Design-Build,5394025708,6171666212,0.144167,90,98,0.08948,14,1,0.5963,1,0.0206,5,0.3898,14672859,1,0.1643,16.8,121.9
P088459,Building,5403,13,Masonry,Turnkey,19790086076,23182106829,0.1714,148,154,0.044977,58,6,0.5106,2,0.0368,2,0.0966,11010381,0,0.1266,9.7,113.6
P088460,Remodeling,1323,10,Masonry,Design-Build,4136934647,5727337802,0.38444,90,110,0.223523,21,1,0.6287,3,0.0614,3,0.2238,5461595,0,0.1599,22.8,16.0
P088461,Remodeling,3710,9,Concrete,CM-at-Risk,13338600344,16851467469,0.263361,167,189,0.135103,34,1,0.6983,2,0.037,4,0.4078,90600011,1,0.1885,6.9,260.9
P088462,Building,8231,26,RC,Design-Build,51724932378,65426091090,0.264885,218,253,0.161083,58,5,0.5915,1,0.0142,4,0.4823,159866599,4,0.2623,4.3,122.1
P088463,Building,27199,13,RC,Turnkey,60173607799,69448707531,0.154139,297,352,0.186563,58,2,0.8254,2,0.0187,5,0.5711,764020939,1,0.1869,11.7,34.9
P088464,Remodeling,2448,5,Concrete,DBB,10660432470,15239994352,0.429585,131,179,0.372592,18,1,0.7401,1,0.0176,1,0.1474,3639920,3,0.3197,20.8,97.4
P088465,Infrastructure,39290,3,Concrete,Turnkey,141383036779,170157595190,0.203522,470,514,0.095687,156,17,0.7384,2,0.0407,4,0.5703,564847604,1,0.2036,3.7,36.4
P088466,Remodeling,3353,17,RC,CM-at-Risk,10344711348,14109617319,0.363945,139,174,0.253589,43,4,0.7525,2,0.0321,1,0.2894,3196435,3,0.3308,24.3,83.7
P088467,Remodeling,3292,13,RC,Design-Build,8579713646,10412383379,0.213605,90,102,0.135485,25,2,0.8027,1,0.0206,5,0.3887,44032289,2,0.2056,25.9,13.6
P088468,Building,15567,14,SRC,Turnkey,43895898965,49013809617,0.116592,250,276,0.10705,102,5,0.8925,1,0.0142,2,0.3311,78200820,1,0.1748,3.3,8.7
P088469,Remodeling,2484,8,Masonry,DBB,9051246720,12853023777,0.420028,102,120,0.18105,29,2,0.8483,3,0.0704,1,0.0607,1356132,2,0.2576,10.8,66.7
P088470,Infrastructure,68316,5,Steel,Design-Build,118263948798,131642203213,0.113122,300,308,0.029895,120,10,0.7717,1,0.0156,6,0.1694,292885292,0,0.1001,26.5,23.4
P088471,Remodeling,1924,11,Masonry,Design-Build,4034975879,5334681959,0.32211,90,115,0.288689,29,1,0.5575,3,0.0441,2,0.3105,7388682,0,0.1619,15.7,3.1
P088472,Infrastructure,45506,3,Composite,DBB,188721776827,243849295055,0.29211,394,520,0.320799,74,6,0.7839,1,0.0222,3,0.2099,264087787,0,0.2279,23.6,35.0
P088473,Building,6805,7,Composite,DBB,27658740212,35317556011,0.276904,150,182,0.213705,29,1,0.6916,2,0.0427,2,0.5502,100804219,1,0.2974,2.0,23.9
P088474,Infrastructure,97422,1,SRC,Turnkey,307470491489,390975787331,0.271588,727,948,0.305363,217,11,0.5399,1,0.0151,4,0.17,994131465,0,0.1667,10.0,3.4
P088475,Infrastructure,4370,2,RC,Turnkey,18512632803,23083938708,0.246929,187,217,0.164754,22,1,0.7191,5,0.0453,3,0.2286,13947737,1,0.1843,6.6,44.0
P088476,Remodeling,500,6,Composite,DBB,1801564288,2281601901,0.266456,90,104,0.160364,11,1,0.624,1,0.0251,2,0.1374,2234923,1,0.1839,13.6,58.8
P088477,Infrastructure,37232,3,Masonry,Turnkey,71996943222,86766252160,0.205138,218,241,0.107773,75,5,0.7379,4,0.0479,8,0.2533,543638380,0,0.1929,8.3,20.7
P088478,Building,3930,19,Masonry,CM-at-Risk,12391003824,13704400665,0.105996,144,147,0.022619,55,3,0.8128,2,0.0366,3,0.4633,39176914,1,0.188,14.5,3.7
P088479,Infrastructure,19776,1,Steel,DBB,80441879946,101359905965,0.260039,247,306,0.23897,105,3,0.6765,2,0.0276,9,0.4587,689536415,0,0.1726,9.6,10.8
P088480,Building,7755,28,SRC,DBB,20899341471,25282225968,0.209714,195,225,0.154522,62,6,0.8109,2,0.044,6,0.1482,73997237,2,0.2249,10.2,13.8
P088481,Remodeling,5634,16,RC,DBB,29716090119,39560109576,0.331269,244,277,0.136087,36,2,0.7441,2,0.0629,3,0.47,81501309,1,0.2244,19.1,36.2
P088482,Building,27419,33,Composite,CM-at-Risk,167369533362,207315954628,0.238672,465,522,0.12273,171,19,0.7229,4,0.0612,5,0.668,1988729245,1,0.1871,3.4,18.0
P088483,Remodeling,2734,9,Masonry,CM-at-Risk,6123172739,8223353633,0.342989,116,164,0.413918,29,1,0.6337,1,0.0082,9,0.4612,27394646,2,0.3107,32.3,18.0
P088484,Building,42331,15,Composite,Design-Build,138762353973,148081078616,0.067156,298,323,0.085972,126,8,0.7492,0,0.0057,3,0.237,469335815,0,0.1088,24.4,76.5
P088485,Infrastructure,21801,4,RC,DBB,86039939384,116332623122,0.352077,291,333,0.147429,75,5,0.443,4,0.0613,1,0.2275,35492071,2,0.2205,28.9,81.9
P088486,Building,8710,18,RC,Turnkey,21014392848,27595638371,0.313178,119,125,0.050524,68,4,0.5466,7,0.0981,3,0.1582,25951215,0,0.192,3.0,113.2
P088487,Infrastructure,18564,2,SRC,Design-Build,51854099742,65789681631,0.268746,203,261,0.287637,42,1,0.5228,0,0.0046,3,0.1159,71937469,1,0.2375,23.2,5.2
P088488,Building,8736,10,Masonry,Design-Build,45958342967,53151375141,0.156512,215,224,0.043096,58,4,0.5949,2,0.0207,1,0.392,82336276,1,0.1594,8.4,20.6
P088489,Infrastructure,34646,3,Composite,DBB,161024302299,201844446004,0.253503,328,379,0.156409,124,9,0.831,1,0.0207,2,0.1281,185010376,4,0.2617,2.1,16.0
P088490,Building,12255,3,Steel,DBB,34510416005,44846078536,0.299494,205,239,0.168397,59,6,0.8213,2,0.038,3,0.6592,224129861,4,0.2785,24.1,26.5
P088491,Building,18503,14,RC,Design-Build,40735555220,52721829401,0.294246,183,231,0.266414,116,6,0.7113,3,0.0414,8,0.1966,228555955,1,0.2438,26.4,0.4
P088492,Building,15266,1,Concrete,Turnkey,69901989818,90104293993,0.289009,320,441,0.378216,39,3,0.6623,1,0.0129,10,0.3781,1048024852,2,0.2631,20.2,67.0
P088493,Remodeling,10321,10,RC,DBB,40820205230,47940841010,0.174439,201,220,0.096185,82,3,0.8364,0,0.0079,3,0.6137,188290655,0,0.1532,14.0,5.5
P088494,Infrastructure,150653,2,Steel,Design-Build,652852997107,851937907162,0.304946,811,979,0.207902,133,11,0.6329,2,0.0311,6,0.5303,5376601740,2,0.2388,8.1,40.5
P088495,Remodeling,3084,16,RC,Design-Build,15845855252,21634678938,0.365321,145,179,0.236451,38,3,0.8282,2,0.0236,6,0.2608,55816283,3,0.2815,20.0,100.1
P088496,Building,4781,7,Steel,CM-at-Risk,17092952503,19203641556,0.123483,138,157,0.139343,40,4,0.8083,0,0.0077,3,0.4502,53316414,0,0.1037,11.0,42.8
P088497,Building,19520,11,Composite,Turnkey,63594355891,76676160058,0.205707,341,415,0.218219,104,10,0.8192,0,0.0072,1,0.366,84775481,2,0.2382,33.7,4.8
P088498,Building,11312,24,RC,Turnkey,36686599251,41201472274,0.123066,253,275,0.088582,55,3,0.6476,1,0.0125,1,0.6252,65308186,0,0.0796,20.3,30.5
P088499,Infrastructure,14927,2,RC,DBB,64492818251,79900668473,0.238908,373,427,0.146347,80,6,0.7766,3,0.0425,5,0.3857,561888730,0,0.1933,29.9,34.1
P088500,Infrastructure,34358,1,Steel,Turnkey,144050102127,185510314420,0.287818,311,381,0.227504,68,8,0.652,2,0.0272,5,0.226,554189305,0,0.1393,18.2,143.5
P088501,Building,9759,17,Composite,Turnkey,28774060588,38898875609,0.351873,234,301,0.289663,56,6,0.7553,1,0.0162,6,0.2897,89220869,3,0.3023,31.7,104.5
P088502,Building,1451,18,Steel,Design-Build,7302436526,8992380991,0.231422,90,108,0.211052,18,1,0.8796,3,0.0385,3,0.4259,11089586,1,0.1904,21.5,44.4
P088503,Infrastructure,95882,6,Masonry,Design-Build,364521849597,472154945171,0.295272,595,713,0.198617,238,10,0.5281,5,0.0414,7,0.192,2021248348,1,0.1542,9.0,40.2
P088504,Infrastructure,16887,1,RC,DBB,41239477023,51877158881,0.257949,271,330,0.21964,74,2,0.7093,1,0.0192,5,0.482,460377790,1,0.2046,19.4,41.5
P088505,Remodeling,4665,10,Steel,DBB,16339364798,23045759043,0.410444,155,190,0.231011,57,4,0.827,3,0.0496,4,0.1167,16120677,2,0.2382,31.9,95.3
P088506,Infrastructure,83581,7,RC,DBB,233434395149,290022394049,0.242415,412,481,0.168826,214,25,0.8354,2,0.0317,6,0.3974,1065203731,2,0.2347,21.4,74.5
P088507,Building,3684,12,Concrete,Design-Build,12360721787,15790364736,0.277463,165,201,0.219364,52,3,0.6177,1,0.0169,4,0.1324,32431608,3,0.2572,-1.1,15.6
P088508,Infrastructure,50278,1,Concrete,DBB,166788371217,222846609936,0.336104,518,736,0.420884,169,12,0.6313,2,0.0297,4,0.2605,294127698,0,0.1944,18.5,96.5
P088509,Building,173591,26,Masonry,DBB,1087066757757,1386538430584,0.275486,1296,1502,0.159358,198,17,0.7412,1,0.0115,2,0.2856,2084340408,6,0.3199,10.2,73.3
P088510,Infrastructure,23616,5,Composite,DBB,111501982649,158589715929,0.422304,287,387,0.349125,51,2,0.9078,2,0.02,6,0.303,957922799,4,0.3046,7.3,16.6
P088511,Building,19369,5,RC,DBB,69908645455,81830306581,0.170532,235,269,0.147726,67,6,0.7543,0,0.0007,2,0.4831,117712679,2,0.2374,20.7,36.8
P088512,Building,5802,16,Masonry,DBB,21476180585,25703659352,0.196845,159,170,0.073322,66,6,0.751,3,0.0497,4,0.1683,69154874,0,0.1444,14.1,22.6
P088513,Building,2675,5,RC,Design-Build,6996046043,8269578280,0.182036,120,140,0.173587,22,1,0.7161,0,0.007,2,0.1365,3304069,4,0.2496,23.6,66.4
P088514,Building,55336,24,SRC,CM-at-Risk,347539444054,386935820353,0.113358,867,951,0.097162,179,6,0.8328,2,0.0199,2,0.2946,995903319,1,0.1704,13.8,6.5
P088515,Remodeling,5221,5,Concrete,Turnkey,16194150428,22467278479,0.38737,172,191,0.111413,53,3,0.8671,5,0.0872,1,0.3685,10093300,1,0.2008,21.9,10.1
P088516,Building,24282,11,RC,CM-at-Risk,57071219654,64042354992,0.122148,307,345,0.123987,108,8,0.8022,2,0.0222,5,0.4843,653763819,0,0.2059,16.2,2.9
P088517,Building,14173,11,RC,Design-Build,46697788996,55362003370,0.185538,280,342,0.224254,70,3,0.8794,0,0.0013,0,0.4582,0,2,0.177,17.4,45.9
P088518,Remodeling,1685,2,Concrete,CM-at-Risk,6151167861,8858936558,0.440204,111,145,0.314575,24,1,0.6674,2,0.0279,4,0.2572,15612835,5,0.3417,17.9,36.2
P088519,Building,59339,17,SRC,Design-Build,169654218244,192654240611,0.13557,431,505,0.171749,191,8,0.7328,1,0.0134,1,0.5051,192512829,1,0.2256,7.1,13.4
P088520,Building,30835,15,RC,DBB,84196144241,93644719743,0.112221,337,358,0.064468,82,6,0.6077,0,0.0046,3,0.2451,72356738,0,0.1496,17.4,17.4
P088521,Building,16390,24,Steel,DBB,100343213316,118333948717,0.179292,283,340,0.20155,71,7,0.7696,0,0.0059,3,0.1822,209239147,0,0.1386,40.0,1.3
P088522,Remodeling,12208,9,SRC,Turnkey,43461270662,60236582295,0.385983,236,289,0.225129,87,7,0.6872,0,0.0033,3,0.3513,125672718,4,0.2939,17.0,119.2
P088523,Building,881,21,Concrete,DBB,2598958921,2905277417,0.117862,90,96,0.072734,24,2,0.8937,0,0.0117,2,0.3478,5135090,2,0.1868,8.3,10.4
P088524,Building,16385,14,RC,Turnkey,79678369286,85832168781,0.077233,233,244,0.048663,85,10,0.8421,1,0.0122,0,0.242,0,0,0.1011,22.0,13.6
P088525,Building,32536,29,RC,Design-Build,118673184914,150768229100,0.270449,314,339,0.081177,110,7,0.6486,4,0.0814,6,0.1784,555128782,0,0.1563,18.0,3.8
P088526,Infrastructure,10528,3,Steel,Design-Build,23538134309,27765724459,0.179606,149,167,0.127172,40,3,0.719,2,0.0245,3,0.4737,160289372,0,0.1222,11.7,40.9
P088527,Building,10155,23,Composite,Turnkey,48581892766,58313720361,0.200318,181,207,0.147194,82,8,0.9038,3,0.0535,5,0.3954,290707693,1,0.2341,3.3,47.6
P088528,Infrastructure,16799,5,Composite,Turnkey,42140881242,53411502071,0.267451,178,218,0.226579,76,7,0.6489,3,0.0299,0,0.0547,0,1,0.246,9.2,15.5
P088529,Building,7581,13,SRC,Design-Build,19781052964,20551564539,0.038952,182,191,0.051717,62,5,0.8279,0,0.0026,4,0.491,68641068,0,0.1774,17.9,31.3
P088530,Infrastructure,9846,4,RC,Turnkey,25204167594,27596017894,0.094899,211,220,0.046109,68,5,0.9354,1,0.0153,5,0.4594,132960240,0,0.198,21.4,31.3
P088531,Infrastructure,7066,2,Composite,Design-Build,14396283588,18378497176,0.276614,114,129,0.133203,36,2,0.642,4,0.0556,5,0.3209,99474068,1,0.1642,5.5,113.6
P088532,Building,29403,7,Masonry,Turnkey,147703977300,168494198328,0.140756,398,466,0.172412,59,3,0.7908,1,0.0155,2,0.2601,217582214,0,0.1467,15.6,72.6
P088533,Building,2521,11,Composite,Design-Build,9680393150,11555001283,0.19365,145,163,0.127192,21,1,0.7154,2,0.032,2,0.3765,28085698,0,0.1378,17.4,2.5
P088534,Infrastructure,22072,3,Concrete,Turnkey,66561199511,81848509886,0.229673,320,339,0.060826,106,9,0.6712,4,0.057,3,0.5305,406004568,0,0.1242,13.6,9.3
P088535,Remodeling,20470,12,SRC,Turnkey,104355260481,140910803872,0.350299,474,584,0.233263,121,8,0.4091,2,0.0283,1,0.1659,68578719,2,0.2481,20.4,2.3
P088536,Remodeling,2798,19,SRC,Design-Build,15916234213,20265695368,0.273272,149,158,0.061514,36,1,0.7865,3,0.0564,7,0.2713,85070227,1,0.2401,2.0,19.3
P088537,Infrastructure,34860,3,Concrete,Design-Build,113488369207,122013275036,0.075117,480,534,0.112905,93,5,0.8424,0,0.0008,5,0.2656,251112203,0,0.1172,25.3,6.4
P088538,Building,14179,13,Concrete,CM-at-Risk,66220945382,77781268259,0.174572,281,286,0.02081,81,3,0.6835,4,0.067,1,0.2561,22454980,0,0.1441,24.5,4.9
P088539,Remodeling,3716,12,Masonry,DBB,8742368122,12170748977,0.392157,130,158,0.217384,36,2,0.7914,3,0.0409,4,0.1458,10632968,1,0.2478,13.3,129.6
P088540,Building,9368,3,RC,CM-at-Risk,43102718016,47827336245,0.109613,234,262,0.121655,66,7,0.5687,0,0.0045,6,0.3312,421343145,1,0.1923,19.6,28.9
P088541,Building,13079,17,SRC,Design-Build,44055891075,55568973033,0.261329,239,289,0.2093,79,7,0.5158,2,0.0213,5,0.0751,66813364,2,0.2532,20.7,37.8
P088542,Remodeling,11520,9,Concrete,DBB,46378796072,71887133911,0.55,177,230,0.300647,69,3,0.7627,4,0.0613,6,0.5917,818535711,3,0.2255,22.9,111.3
P088543,Building,9039,1,Composite,Design-Build,36772457003,41026846415,0.115695,244,278,0.139562,39,3,0.6292,1,0.0097,4,0.6904,212745734,0,0.1586,7.1,20.2
P088544,Infrastructure,17724,1,SRC,DBB,47078148697,56114281479,0.191939,253,291,0.152233,94,6,0.7021,2,0.0274,6,0.1628,126541750,1,0.1796,16.8,12.1
P088545,Building,50648,11,Composite,DBB,213072056994,272900772949,0.280791,603,796,0.320923,142,10,0.6023,2,0.019,4,0.4593,1840686890,0,0.1932,21.5,17.7
P088546,Infrastructure,35724,2,SRC,Design-Build,105216146599,139833521423,0.329012,302,399,0.324184,117,12,0.6352,3,0.0319,4,0.311,342926409,1,0.21,11.9,23.0
P088547,Remodeling,3142,1,SRC,DBB,7796312234,11955395328,0.533468,94,110,0.174172,26,1,0.6652,6,0.104,3,0.2736,15536860,1,0.2253,14.6,47.6
P088548,Remodeling,6460,2,Concrete,Design-Build,24754281303,30863340877,0.246788,175,204,0.169718,53,3,0.4958,1,0.0192,1,0.1281,13390556,1,0.1488,16.5,13.4
P088549,Building,13800,12,Composite,DBB,76700880148,87468456506,0.140384,396,416,0.051599,51,2,0.7047,1,0.0142,8,0.5137,1257722871,1,0.1501,23.9,62.6
P088550,Remodeling,5801,13,Steel,Turnkey,19710369553,26216585149,0.330091,125,164,0.317303,52,3,0.864,1,0.0134,2,0.3362,45573366,1,0.2403,17.4,162.7
P088551,Infrastructure,28084,1,RC,Turnkey,121091729896,145809337077,0.204123,497,547,0.101465,66,2,0.666,2,0.0385,3,0.6497,722408808,1,0.174,18.5,7.9
P088552,Remodeling,3467,14,Masonry,CM-at-Risk,6874310249,9336571316,0.358183,90,109,0.215716,31,2,0.8129,3,0.0491,5,0.3115,14546353,2,0.2494,17.4,38.9
P088553,Building,28564,20,RC,DBB,152446130681,204551303470,0.341794,565,761,0.347165,136,15,0.6025,2,0.0349,5,0.657,1148813409,1,0.2966,18.6,35.9
P088554,Building,27073,15,RC,DBB,110042105778,149979907312,0.362932,448,586,0.309384,74,3,0.85,2,0.0358,4,0.1797,79595741,3,0.2958,-2.4,31.3
P088555,Building,2195,15,Composite,DBB,5031986812,6504119713,0.292555,90,114,0.276472,40,2,0.8001,1,0.0169,5,0.5424,50344637,2,0.2402,-6.8,14.2
P088556,Remodeling,1914,5,Steel,DBB,6835929575,8917921301,0.304566,90,107,0.191598,16,1,0.8632,2,0.031,4,0.5137,46351436,1,0.1728,18.9,87.1
P088557,Remodeling,8038,22,Steel,Design-Build,45469004521,57975072338,0.275046,222,239,0.07891,64,2,0.7766,4,0.0472,6,0.1904,209798499,1,0.1731,14.4,18.3
P088558,Building,9823,24,Steel,CM-at-Risk,53794172391,61558554263,0.144335,271,306,0.129388,74,4,0.7091,1,0.025,0,0.4348,0,0,0.1448,10.0,2.2
P088559,Infrastructure,42632,1,Masonry,Design-Build,65349262644,78262276942,0.1976,290,308,0.062846,82,9,0.8671,3,0.0387,3,0.3753,94322343,2,0.1442,14.1,90.8
P088560,Building,8650,17,Masonry,Turnkey,40302250379,50066236276,0.242269,244,342,0.40497,86,7,0.7938,1,0.0177,10,0.2213,111605097,1,0.2509,33.9,2.0
P088561,Building,15159,17,RC,DBB,83598047639,109807874730,0.313522,286,321,0.125239,108,5,0.8449,4,0.0792,6,0.5651,470171582,3,0.2392,1.0,24.1
P088562,Infrastructure,412297,2,Concrete,Turnkey,917950099836,1216751118883,0.325509,1104,1280,0.159824,308,28,0.7065,2,0.0286,3,0.3968,3040280749,4,0.2706,28.6,16.6
P088563,Remodeling,25425,11,SRC,Design-Build,101759346435,136705846465,0.343423,310,346,0.116753,70,2,0.9089,4,0.0681,7,0.2641,242867359,1,0.2121,22.9,78.7
P088564,Remodeling,4455,7,Composite,DBB,8717734578,13246510513,0.51949,90,114,0.269271,38,3,0.5757,3,0.0573,4,0.2923,26223371,3,0.3214,22.4,48.1
P088565,Infrastructure,7447,9,Composite,Design-Build,24036641438,28048356894,0.1669,150,174,0.162719,42,1,0.8389,2,0.035,4,0.5625,259033515,0,0.1495,25.5,34.5
P088566,Remodeling,2372,14,Concrete,DBB,7794897709,10859430563,0.393146,90,106,0.184569,36,1,0.9238,3,0.0481,4,0.6166,56544612,5,0.318,11.4,83.9
P088567,Building,4950,10,Composite,Turnkey,24087512072,26808654223,0.112969,148,163,0.102257,48,5,0.8765,1,0.0184,1,0.3423,33306414,0,0.0831,5.7,7.9
P088568,Remodeling,6797,1,Concrete,Design-Build,13324112611,16088279716,0.207456,111,120,0.087224,45,3,0.8013,2,0.0302,3,0.5357,40312253,0,0.1404,23.5,97.7
P088569,Remodeling,4445,11,Composite,Turnkey,13917580760,17510752172,0.258175,149,181,0.219131,47,5,0.773,1,0.0141,3,0.368,35156408,1,0.1638,3.7,8.7
P088570,Building,12220,1,Masonry,Turnkey,23105917205,28373696633,0.227984,177,198,0.121255,45,4,0.6887,2,0.0371,4,0.1924,33831819,2,0.2371,10.9,189.5
P088571,Infrastructure,13458,4,Concrete,CM-at-Risk,55868334926,71207712568,0.274563,254,314,0.238099,67,3,0.5499,3,0.0313,6,0.5134,423188083,1,0.2545,13.4,38.6
P088572,Building,21313,22,SRC,DBB,88680130299,117284704448,0.322559,445,528,0.18813,60,4,0.9094,2,0.047,4,0.4168,497361351,4,0.3341,15.9,35.9
P088573,Building,7132,12,RC,Turnkey,36146071800,40203143044,0.112241,270,280,0.038248,67,2,0.5439,1,0.0112,3,0.3104,42932985,1,0.1409,22.4,27.2
P088574,Remodeling,3251,2,SRC,Turnkey,8294007086,11324828037,0.365423,119,149,0.256671,29,2,0.7377,3,0.0532,2,0.1405,9389592,0,0.2007,9.4,0.4
P088575,Building,6849,16,SRC,CM-at-Risk,19884089748,22896449808,0.151496,205,231,0.128847,50,1,0.8954,2,0.0271,7,0.2404,89576578,0,0.1409,21.1,144.7
P088576,Building,27608,20,Steel,CM-at-Risk,65874433264,72418992334,0.099349,287,299,0.044523,137,14,0.6391,1,0.016,2,0.5293,70520231,0,0.1531,21.4,21.7
P088577,Building,28534,26,Steel,CM-at-Risk,96300606301,116882164480,0.213722,428,462,0.080371,167,14,0.7136,4,0.063,4,0.2352,124905755,0,0.1308,21.9,10.3
P088578,Infrastructure,25012,6,Steel,Design-Build,107412403993,130091029322,0.211136,361,404,0.121766,54,4,0.8439,2,0.0316,7,0.5558,1686756535,0,0.1559,6.0,68.2
P088579,Building,11518,20,Steel,Design-Build,70862053904,79681757719,0.124463,366,388,0.060709,48,2,0.8612,1,0.0097,2,0.261,128977391,1,0.2315,11.5,190.0
P088580,Building,15251,19,Composite,Design-Build,80178406445,105193347650,0.311991,389,496,0.277322,66,2,0.8345,1,0.0189,3,0.4034,142155940,3,0.3179,40.0,17.4
P088581,Remodeling,2792,19,RC,Turnkey,15912367672,22112764946,0.389659,140,170,0.220159,36,3,0.8267,4,0.0766,3,0.0444,6244962,0,0.205,10.8,76.2
